lat,lon,name_he,roads,name_en
32.71124270615681,34.951864948516125,מחלף עתלית,2/721,Atlit
32.2738207359003,34.85464214382165,מחלף פולג,2/553,Poleg
32.7860367711087,35.495088885570404,צומת פוריה,77/768,Poriya
31.920233535544003,34.876525959364905,צומת פיקוד העורף,40/קלאוזנר (רמלה),Pikud HaOref
32.48047417924658,34.91995890895405,צומת פל ים,4/651,Pal Yam
31.625905920036203,34.757523524707715,צומת פלוגות,35/40,Plugot
32.04814802604279,35.463668257469635,צומת פצאל,90/505,Petsa'el
32.304539269691595,34.90067835519259,צומת פרדסיה,4/5613,Pardesiya
32.59232938994529,34.947062880177214,צומת פרידיס,4/67,Furaydis
31.21263764654336,34.53139523081078,צומת צאלים,222/234,Tse'elim
31.722715216936763,35.09332089394664,צומת צור הדסה,375/386,Tsur Hadasa
30.277059620845048,35.0210303852889,צומת ציחור,13/40,Tsihor
32.865494591146074,35.455713664937875,צומת צלמון,65/807,Tsalmon
32.70471162224984,35.58652201712241,צומת צמח,90/92,Tsemah
31.04282925555204,35.20034874537348,צומת צפית,25/258,Tsafit
32.261264410568,34.915630946674185,צומת קדימה,553/562,Kadima
31.650890735618475,34.76484373450714,צומת קוממיות,40/353,Komemiyut
29.9894718361794,35.07707083037856,צומת קטורה,40/90,Ktura
32.47208935496362,34.899901860982744,מחלף קיסריה,2/65,Caesarea
32.791541724090045,35.035502563441526,מחלף קישון,4/75,Kishon
32.312231681767145,34.98504030699252,צומת קלנסווה,57/5613,Kalansawa
31.44248683399869,34.771923889715026,מחלף קמה,6/293,Kama
32.11601206331691,34.93799461632387,מחלף קסם,5/6/444,Kesem
32.97986920962654,35.72497434147569,צומת קצרין,87/9088,Katsrin
32.80854839102734,35.07251666790928,מחלף קריית אתא דרום,22/772,Kiryat Ata South
32.81484723882782,35.09067370061255,מחלף קריית אתא צפון,22/781,Kiryat Ata North
32.84412101129217,35.10099195278069,מחלף קריית ביאליק,22/79,Kiryat Bialik
32.86045090836244,35.10304509853058,מחלף קריית ביאליק צפון,22/שד' חן (קרית ביאליק),Kiryat Bialik North
31.599349706755643,34.81313221016248,צומת קריית גת,6/35,Kiryat Gat
31.597787093502795,34.75456428114244,צומת קריית גת דרום,40/דרך הדרום (קריית גת),Kiryat Gat South
32.81754230982352,35.07743174297828,צומת קריית חיים מזרח,4/781,Kiryat Hayim East 
31.800746802097382,35.09123058955978,מחלף קריית יערים,1/425,Kiryat Ye'arim
31.76061900578773,34.78458267548993,צומת ראם,3/40 (צפון),Re'em
32.93300479316588,35.36764440193917,צומת ראמה,85/804/864,Rama
32.93255378969284,35.368559396575144,צומת ראמה,85/804/864,Rama
32.095019181397674,34.93755642952479,צומת ראש העין,444/483,Rosh HaAyin
32.96797940912484,35.55091947186002,צומת ראש פינה,90/מעלה גיא אוני (ראש פינה),Rosh Pina
31.95818298137413,34.77526443997509,מחלף ראשון דרום,4/431,Rishon South
31.97735876484126,34.792494586053515,מחלף ראשון לציון,4/ז'בוטינסקי (ראשון לציון),Rishon LeTsiyon
31.949108859855343,34.8017963218912,מחלף ראשונים,412/431,Rishonim
31.77974534278376,35.179877274129446,צומת רבידה,16/רח' יוסף ויץ (ירושלים),Revida
32.18001250053397,34.81599935867874,מחלף רבין (שמריהו) / כפר שמריהו,2/המעפילים  (כפר שמריהו),Rabin (Shmaryahu) / Kfar Shmaryahu
31.402175945061582,34.78899751078497,מחלף רהט,6/40 (דרום),Rahat
31.03676798620478,35.09277385659025,צומת רותם,25/206,Rotem
31.889385964783266,34.83630874262376,צומת רחובות מזרח,40/דרך בגין (רחובות),Rehovot East
31.901780366042395,34.76364295572578,צומת רחובות מערב,42/411,Rehovot West
31.926264641647784,35.31805237830819,צומת רימונים,447/458,Rimonim
32.75711139657516,35.11523514302686,צומת רכסים,6/762,Rekhasim
31.91676364048472,34.86323694743079,מחלף רמלה דרום / צומת רמלה דרום,40/431,Ramla South
31.92158477783129,34.83788602627007,מחלף רמלה מערב,431/כניסה חדשה לרמלה ולבאר יעקב,Ramla West
31.938248505056123,34.865941134499245,צומת רמלה צפון / רמלה כביש 44,44/הרצל (רמלה),Ramla North
31.92356546730891,34.88425297798019,מחלף רמלוד,40/44,Ramlod
31.387379196891903,34.452212871372346,צומת רעים,232/234,Re'im
32.17749104673148,34.888366235176626,צומת רעננה,4/402,Ra'anana
32.17241909720286,34.884866194740205,מחלף רעננה דרום,4/531,Ra'anana South
32.50603115653486,35.518372307278014,צומת שאן,71/90,She'an
32.50747214265427,35.51928931903841,צומת שאן,71/90,She'an
32.98045230705895,35.094197203477954,צומת שבי ציון,4/859,Shave Tsiyon
32.26526375366811,35.168114628890244,צומת שבי שומרון,60/557,Shave Shomron
31.442118081446456,34.73390094200254,צומת שדה צבי,293/334,Sde Tsvi
31.553418456821085,34.58092314100689,צומת שדרות צפון,34/334,Sderot North
31.29821087828427,34.88767345323293,מחלף שוקת דרום,6/60,Shoket South
31.315962752951663,34.891985602506495,מחלף שוקת צפון,6/31,Shoket North 
31.80508445231319,34.8324810005664,צומת שורק,3/6/7,Sorek
31.800366901265527,35.07624460789598,מחלף שורש,1/3955,Shoresh
33.25100806102662,35.67292790918028,צומת שיאון,99/999,Si'on
32.68061989635963,35.41104404221002,צומת שיבלי,65/767 (דרום),Shibli
30.04841991800076,35.01447943568091,צומת שיזפון,12/40,Shizafon
31.65164429053705,35.142169192586266,צומת שיירות עציון,60/3157,Shayrot Etsyon
32.04824515534904,35.289817509655464,צומת שילה,60/5055,Shilo
31.91111967607292,35.01712667759168,צומת שילת,443/446/שד' החשמונאים (מודיעין),Shilat
31.91236167167933,35.016752689177814,צומת שילת,443/446/שד' החשמונאים (מודיעין),Shilat
32.47528646131799,35.49747205823772,צומת שלוחות,90/669,Shluhot
33.07497060916595,35.121844029839814,צומת שלומי,6/899,Shlomi
31.37745369190394,35.00383097664965,צומת שמעה,60/317,Shim'a
32.19348132616511,34.831545457342,מחלף שמריהו מזרח / הרצליה מזרח,20/531,Shmaryahu East / Herzliya East
32.951952485564,35.090788948181405,צומת שמרת,4/8510 (צפון),Shomrat
31.775141496746897,35.00566948610979,מחלף שמשון,38/44,Shimshon
32.27975772788851,35.00545798719286,צומת שער אפרים,444/557/5614,Sha'ar Efrayim
31.81853215874183,35.02108584892782,מחלף שער הגיא,1/38,Sha'ar HaGay
31.50764866932401,34.58693873042073,צומת שער הנגב,34/232,Sha'ar HaNegev
32.722112700143505,35.09803384888197,צומת שער העמקים,6/75,Sha'ar HaAmakim
32.32305323990033,34.88956753656709,צומת שער חפר,57/5700,Sha'ar Hefer
32.10684171334619,34.99986344716433,צומת שער שומרון,5/505 (מערב),Sha'ar Shomron
32.066655560052986,34.90308122508491,מחלף שעריה,40/471,Sha'ariya
32.58305131038838,34.96723076893258,צומת שפיה,67/652,Shfeya
32.00762131656641,34.836174793577165,מחלף שפירים,1/412,Shapirim
32.79588082698046,35.17027342042648,צומת שפרעם,79/מחמוד דרוויש (שפרעם),Shfar'am
31.22522666149117,34.828474901996366,מחלף שרה,25/40,Sara
31.70209730148613,34.943273929242785,צומת תל עזקה,38/383,Tel Azeka
31.254075578063723,35.12598170992731,צומת תל ערד,31/80,Tel Arad
32.681676866564544,35.106603470691134,מחלף תל קשיש,6/66/77,Tel Kashish
32.1153119986368,35.25724315703025,צומת תפוח,60/505,Tapuah
33.005633939834205,35.28369217943559,צומת תפן,89/854,Tefen
32.11767443753173,34.87870971448654,צומת תקווה,5/491,Tikva
32.0736,34.7938,מחלף השלום,20,Hashalom Interchange
31.9796884,34.7562462,מחלף משה דיין / מחלף משה דיין לצפון,20,Moshe Dayan Interchange
32.0011772,34.7624997,מחלף קוממיות,20,Komemiyut Interchange
32.0098185,34.7619831,מחלף יוספטל,20,Yoseftal Interchange
32.0202856,34.7617412,מחלף דב הוז,20,Dov Hoz Interchange
32.0359257,34.7592207,מחלף וולפסון,20,Wolfson Interchange
32.0493076,34.785039,מחלף קיבוץ גלויות,20,Kibbutz Galuyot Interchange
32.0593797,34.7873503,מחלף לה גווארדיה,20,La Guardia Interchange
32.0786427,34.796604,מחלף ארלוזורוב,20,Arlozorov Interchange
32.0925531,34.8007258,מחלף ההלכה,20,Halacha Interchange
32.0940772,34.8018358,מחלף רוקח,20,Rokach Interchange
32.1237587,34.8099905,"מחלף קק""ל",20,KKL Interchange
32.1613725,34.8178588,מחלף שבעת הכוכבים,20,Shivat HaKochavim Interchange
32.0825,34.7805,גן החיות של תל אביב,,
31.81055556,35.04583333,כביש 1,,
31.90972222,34.88222222,כביש 431,,
32.06963889,34.88972222,כביש 471,,
31.80083333,34.77805556,כביש 7,,
32.05498611,34.75624167,כיכר השעון,,
32.07833333,34.77833333,כיכר מסריק,,
32.07805556,34.77416667,כיכר צינה דיזנגוף,,
31.96472222,34.78583333,מחלף גן-רווה,,
32.80055556,35.045,נתיבי המפרץ,,
31.779757,35.22426,גן דניאל,,
32.07361111,34.77930556,גן יעקב,,
32.7725,35.26916667,כביש 77,,
32.0736,34.7653,כיכר הכנסת,,
32.0661113,34.7745384,כיכר המלך אלברט,,
31.78835,35.21856389,כיכר השבת,,
31.77900278,35.22529722,"כיכר צה""ל (ירושלים)",,
31.7820361,35.2196139,כיכר ציון,,
32.08083333,34.78055556,כיכר רבין,,
32.08288889,34.80327778,צומת עלית,,
31.779283,35.224689,בניין עיריית ירושלים ההיסטורי,,
32.0736,34.78,היכל התרבות (תל אביב),,
32.59166667,35.24027778,כביש 65,,
32.75944444,35.08416667,כביש 70,,
31.789682,35.204093,כיכר אלנבי,,
32.08555556,34.76944444,כיכר אתרים,,
32.07319444,34.77088889,כיכר ביאליק,,
32.08666667,34.78972222,כיכר המדינה,,
32.06983889,34.77049444,כיכר מגן-דוד,,
32.0783,34.7733,מרכז קופת חולים,,
31.779857,35.224775,בית ברגהיים,,
31.780405,35.223337,בניין אביחיל,,
32.16838333,34.90987222,כביש 531,,
32.78861111,35.6425,כביש 92,,
31.78472222,35.21472222,כיכר הדוידקה,,
31.779875,35.22047222,כיכר החתולות,,
32.09444444,34.78194444,כיכר היל,,
32.07833333,34.76722222,כיכר לונדון,,
31.78041389,35.22388611,כיכר ספרא,,
31.77519444,35.21785556,כיכר צרפת,,
32.07386,34.77926,ביתן איל עופר,,
32.10444444,34.99027778,כביש 5,,
32.62055556,35.13694444,כביש 66,,
32.55833333,35.37083333,כביש 71,,
32.66111111,35.26388889,כביש 73,,
32.11333333,34.80166667,כיכר אנטין,,
32.14027778,34.805,מחלף גלילות,,
32.07805556,34.77472222,קולנוע אסתר,,
31.780231,35.224378,קריית עיריית ירושלים,,
32.08191667,34.78105556,רצח יצחק רבין,,
32.0825,34.7805,גן החיות של תל אביב,,
32.06963889,34.88972222,כביש 471,,
32.75944444,35.08416667,כביש 70,,
31.789682,35.204093,כיכר אלנבי,,
32.05498611,34.75624167,כיכר השעון,,
32.07833333,34.76722222,כיכר לונדון,,
31.7820361,35.2196139,כיכר ציון,,
31.77519444,35.21785556,כיכר צרפת,,
32.14027778,34.805,מחלף גלילות,,
32.08288889,34.80327778,צומת עלית,,
32.0736,34.78,היכל התרבות (תל אביב),,
31.90972222,34.88222222,כביש 431,,
31.80083333,34.77805556,כביש 7,,
32.78722222,35.20138889,כביש 79,,
31.78472222,35.21472222,כיכר הדוידקה,,
31.779875,35.22047222,כיכר החתולות,,
32.0661113,34.7745384,כיכר המלך אלברט,,
31.78835,35.21856389,כיכר השבת,,
31.78041389,35.22388611,כיכר ספרא,,
31.77900278,35.22529722,"כיכר צה""ל (ירושלים)",,
32.07386,34.77926,ביתן איל עופר,,
31.779593,35.225,בניין הבייגלמאכער,,
31.81055556,35.04583333,כביש 1,,
32.10444444,34.99027778,כביש 5,,
32.59166667,35.24027778,כביש 65,,
32.08555556,34.76944444,כיכר אתרים,,
32.09444444,34.78194444,כיכר היל,,
32.07402778,34.77569444,כיכר מיכאל'ס,,
32.07627778,34.844,מחלף גבעת שמואל,4/מבצע קדש (גבעת שמואל),
31.78319444,35.21763889,צומת האיקסים,,
32.07361111,34.77930556,גן יעקב,,
32.62055556,35.13694444,כביש 66,,
32.78861111,35.6425,כביש 92,,
32.11333333,34.80166667,כיכר אנטין,,
32.07319444,34.77088889,כיכר ביאליק,,
32.08666667,34.78972222,כיכר המדינה,,
32.06983889,34.77049444,כיכר מגן-דוד,,
32.07805556,34.77416667,כיכר צינה דיזנגוף,,
32.07805556,34.77472222,קולנוע אסתר,,
32.08191667,34.78105556,רצח יצחק רבין,,
31.78051438,35.22371841,בניין הקונסוליה הצרפתית,,
31.779283,35.224689,בניין עיריית ירושלים ההיסטורי,,
32.16838333,34.90987222,כביש 531,,
32.66111111,35.26388889,כביש 73,,
32.08083333,34.78055556,כיכר רבין,,
31.96472222,34.78583333,מחלף גן-רווה,,
31.77865833,35.22501667,מלון פנינת ירושלים,,
32.0783,34.7733,מרכז קופת חולים,,
32.80055556,35.045,נתיבי המפרץ,,
31.780231,35.224378,קריית עיריית ירושלים,,
31.559544,34.547111,צומת חבל עזה,4/מעבר ארז,Hevel Gaza
31.567808,34.551745,צומת נתיב העשרה,4/נתיב העשרה,Netiv HaAsara
31.604999,34.572598,צומת זיקים,4/3411,Zikim
31.621529,34.581866,"צומת מבקיעים / קצא""א","4/מבקיעים / קצא""א",Mavki'im / EAPC
31.629794,34.586501,צומת חיים בר לב,4/שד' חיים בר-לב (אשקלון),Haim Bar-Lev
31.646323,34.595769,צומת בת הדר,4/בת הדר,Bat Hadar
31.654588,34.600403,צומת שקמה,4/3412,Shikma
31.680727,34.611518,צומת בגין,4/שד' בגין (אשקלון),Begin
31.740342,34.650772,צומת בית עזרא,4/הסביון (בית עזרא),Beit Ezra
31.760767,34.664343,צומת עוזיהו,4/שדה עוזיהו,Uziyahu
31.768373,34.665937,צומת עד הלום,4/אזור תעשייה עד הלום,Ad Halom Junction
31.783877,34.672542,צומת גן יבנה,4/3922,Gan Yavne
32.022114,34.822998,מסעף גנות,4/גנות,Ganot Fork
32.101613,34.848687,מחלף אם המושבות,4/דרך אם המושבות,Em HaMoshavot
32.20872,34.887548,מחלף בצרה,4/קיבוץ גלויות (בצרה),Basra
32.21754,34.886802,צומת ציון,4/5511,Zion
32.247246,34.888802,מחלף תל מונד,4/5522,Tel Mond
32.269325,34.89391,צומת אבן יהודה,4/אבן יהודה,Even Yehuda
32.287596,34.897488,מחלף אילנות,4/561,Ilanot
32.346783,34.907399,צומת רופין,4/5711,Ruppin
32.381808,34.906656,צומת אלישיב,4/אלישיב,Elyashiv
32.401665,34.90348,צומת עמק חפר,4/אזור תעשייה עמק חפר,Emek Hefer
32.43737,34.90825,צומת שערי חדרה,4/ביאליק (חדרה),Sha'arei Hadera
32.442008,34.909013,צומת חדרה,4/הרברט סמואל (חדרה),Hadera
32.455923,34.911303,צומת חרושת,4/שלום (חדרה),Haroshet
32.508873,34.930133,צומת הבורג' (בנימינה),4/6528,HaBurj (Binyamina)
32.535054,34.933991,צומת בית חנניה,4/6531,Beit Hanania
32.557083,34.939018,מחלף מעגן מיכאל,4/מעגן מיכאל,Ma'agan Michael
32.568538,34.941631,צומת זיכרון,4/קניון זכרון,Zichron
32.571182,34.942235,צומת זכרון יעקב,4/זכרון יעקב,Zikhron Ya'akov
32.574706,34.943039,צומת מעיין צבי,4/אזור תעשייה מעיין צבי,Ma'ayan Zvi
32.596703,34.947928,צומת פוריידיס,4/כניסה לפוריידיס,Fureidis Entrance
32.60545,34.949663,צומת נחשולים,4/7011,Nahsholim
32.627317,34.954002,צומת עין איילה,4/עין איילה,Ein Ayala
32.640437,34.956606,צומת עופר,4/7021,Ofer
32.648309,34.958168,צומת הבונים,4/הבונים,HaBonim
32.650933,34.958688,צומת צרופה,4/צרופה,Tzerufa
32.662303,34.960944,צומת גבע כרמל,4/גבע כרמל,Geva Carmel
32.675423,34.963548,צומת עין כרמל,4/עין כרמל,Ein Carmel
32.701663,34.968754,צומת עין הוד,4/7111,Ein Hod
32.718573,34.970129,צומת סיטרין,4/סיטרין,Sitrin
32.727518,34.969167,צומת מגדים,4/מגדים,Megadim
32.754355,34.96628,צומת החותרים,4/החותרים,HaHotrim
32.749747,34.963781,צומת טירת כרמל (מנחם בגין),4/מנחם בגין (טירת כרמל),Tirat Carmel (Menahem Begin)
32.763301,34.965318,צומת כפר גלים,4/כפר גלים,Kfar Galim
32.773136,34.963356,צומת טירת כרמל (הרצל),4/הרצל (טירת כרמל),Tirat Carmel (Herzl)
32.797671,34.97143,צומת מקסים,4/672,Maxim
32.802263,34.98565,מחלף אלנבי,4/אלנבי (חיפה),Allenby
32.801603,35.019203,מחלף גשר פז,4/חלץ (חיפה),Gesher Paz
32.799087,35.023277,מחלף גדוד 21,4/החשמל (חיפה),Gedud 21
32.794056,35.031426,מחלף הקריות,4/23/752,HaKrayot (Checkpost)
32.81118,35.066325,מחלף מוטה גור,4/772,Motta Gur
32.832305,35.08458,צומת העשור,4/בן גוריון (קרית מוצקין),HaAsor
32.843379,35.089942,צומת אפק,4/79,Afek
32.857798,35.094874,צומת קליל,4/ירושלים (קרית מוצקין),Klil
32.887077,35.095561,צומת כפר מסריק,4/כפר מסריק,Kfar Masaryk
32.891473,35.094219,צומת מסריק,4/כפר מסריק,Masaryk
32.960093,35.091764,צומת לוחמי הגטאות,4/לוחמי הגטאות,Lohamei HaGeta'ot
32.976379,35.093713,צומת רגבה,4/מטה אשר,Regba
32.988562,35.095883,צומת שזר,4/שד' זלמן שזר (נהריה),Shazar
32.994646,35.097146,צומת עברון,4/עברון,Evron
32.996674,35.097566,צומת לה מולינו,4/איסי לה מולינו (נהריה),La Molino
33.009043,35.10071,צומת המייסדים,4/המייסדים (נהריה),HaMeyasdim
33.012287,35.10196,צומת הר תבור,4/הר תבור (נהריה),Har Tavor
33.01978,35.104089,צומת גבעת טרומפלדור,4/טרומפלדור (נהריה),Givat Trumpeldor
33.02403,35.104967,צומת בן גאון,4/בן גאון,Ben Gaon
33.04103,35.108481,צומת אכזיב,4/אכזיב,Achziv
33.04528,35.10936,צומת גשר הזיו,4/גשר הזיו,Gesher HaZiv
33.06228,35.112874,צומת לימן,4/התמר (לימן),Liman
33.08353,35.117267,צומת ראש הנקרה,4/ראש הנקרה,Rosh HaNikra
33.09628,35.119903,מעבר ראש הנקרה,4/גבול לבנון,Rosh HaNikra Crossing
32.016599,34.926692,צומת המחצבות,46/4613,HaMachtsavot
31.938249,34.865941,צומת הקרח,44,HaKarach
32.078819,34.911895,צומת סירקין,40/4833,Sirkin
31.773554,34.807624,צומת רבדים,3/3935,Revadim
31.676115,34.609605,צומת סילבר / אבא הילל סילבר / אבא הלל סילבר,3/4,Silver Junction / Abba Hillel Silver Junction
32.780978,35.433721,צומת גבעת אבני / צומת לביא,77,Givat Avni / Lavi Junction
32.7855,35.4634,מחלף קדמת גליל / צומת קדמת גליל / קדמת גליל,77,Kidmat Galil Interchange
31.749658,34.651682,צומת ניצן / צומת ניצנים,4/3712,Nitzan Junction
31.991549,34.757657,מחלף משה דיין לדרום / משה דיין לדרום,20,Moshe Dayan South Interchange
31.9692494,34.8437008,צומת צריפין / גדעונים,44,Tzrifin Junction / Gid'onim
31.913629,34.858953,צומת ישרש,40/הירדן (ישרש),Yashresh
